"date","Item","Element","Value"
2013-01-08,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-1.40000000000001
2013-01-08,"SILVER - CE","Smart money net position (% of OI)",-28.4
2013-01-08,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-36.4
2013-01-08,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-16.3
2013-01-08,"SOYBEANS - CBoT","Smart money net position (% of OI)",-26.5
2013-01-08,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-22.7
2013-01-08,"COCOA - ICE","Speculators net position (% of OI)",25.1
2013-01-08,"COFFEE C - ICE","Speculators net position (% of OI)",16.7
2013-01-08,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",38.5
2013-01-08,"CORN - CBoT","Speculators net position (% of OI)",31.1
2013-01-08,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",55.9
2013-01-08,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",1.1
2013-01-08,"FEEDER CATTLE - CME","Speculators net position (% of OI)",2.4
2013-01-08,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",52.5
2013-01-08,"GOLD - CE","Speculators net position (% of OI)",30.7
2013-01-08,"LEAN HOGS - CME","Speculators net position (% of OI)",41
2013-01-08,"LIVE CATTLE - CME","Speculators net position (% of OI)",33.1
2013-01-08,"MILK, Class III - CME","Speculators net position (% of OI)",-20.4
2013-01-08,"NATURAL GAS - NYME","Speculators net position (% of OI)",2.6
2013-01-08,"PALLADIUM - NYME","Speculators net position (% of OI)",56.8
2013-01-08,"PLATINUM - NYME","Speculators net position (% of OI)",49.7
2013-01-08,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",47
2013-01-08,"ROUGH RICE - CBoT","Speculators net position (% of OI)",1.5
2013-01-08,"SILVER - CE","Speculators net position (% of OI)",28.4
2013-01-08,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",36.4
2013-01-08,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",16.3
2013-01-08,"SOYBEANS - CBoT","Speculators net position (% of OI)",26.6
2013-01-08,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",22.8
2013-01-15,"COCOA - ICE","Smart money net position (% of OI)",-22.7
2013-01-15,"COFFEE C - ICE","Smart money net position (% of OI)",-25.8
2013-01-15,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-38.7
2013-01-15,"CORN - CBoT","Smart money net position (% of OI)",-31.4
2013-01-15,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-57.9
2013-01-15,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-0.699999999999999
2013-01-15,"FEEDER CATTLE - CME","Smart money net position (% of OI)",1.1
2013-01-15,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-42.8
2013-01-15,"GOLD - CE","Smart money net position (% of OI)",-30.2
2013-01-15,"LEAN HOGS - CME","Smart money net position (% of OI)",-37.7
2013-01-15,"LIVE CATTLE - CME","Smart money net position (% of OI)",-29.8
2013-01-15,"MILK, Class III - CME","Smart money net position (% of OI)",21.5
2013-01-15,"NATURAL GAS - NYME","Smart money net position (% of OI)",-2
2013-01-15,"PALLADIUM - NYME","Smart money net position (% of OI)",-51.4
2013-01-15,"PLATINUM - NYME","Smart money net position (% of OI)",-51
2013-01-15,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-46.7
2013-01-15,"ROUGH RICE - CBoT","Smart money net position (% of OI)",0.799999999999997
2013-01-15,"SILVER - CE","Smart money net position (% of OI)",-28.2
2013-01-15,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-40.9
2013-01-15,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-18.9
2013-01-15,"SOYBEANS - CBoT","Smart money net position (% of OI)",-23.3
2013-01-15,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-23.8
2013-01-15,"COCOA - ICE","Speculators net position (% of OI)",22.8
2013-01-15,"COFFEE C - ICE","Speculators net position (% of OI)",25.9
2013-01-15,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",38.7
2013-01-15,"CORN - CBoT","Speculators net position (% of OI)",31.3
2013-01-15,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",57.8
2013-01-15,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",0.7
2013-01-15,"FEEDER CATTLE - CME","Speculators net position (% of OI)",-0.999999999999996
2013-01-15,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",42.8
2013-01-15,"GOLD - CE","Speculators net position (% of OI)",30.3
2013-01-15,"LEAN HOGS - CME","Speculators net position (% of OI)",37.7
2013-01-15,"LIVE CATTLE - CME","Speculators net position (% of OI)",29.8
2013-01-15,"MILK, Class III - CME","Speculators net position (% of OI)",-21.5
2013-01-15,"NATURAL GAS - NYME","Speculators net position (% of OI)",2.1
2013-01-15,"PALLADIUM - NYME","Speculators net position (% of OI)",51.3
2013-01-15,"PLATINUM - NYME","Speculators net position (% of OI)",51
2013-01-15,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",46.7
2013-01-15,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-0.9
2013-01-15,"SILVER - CE","Speculators net position (% of OI)",28.1
2013-01-15,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",40.9
2013-01-15,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",19
2013-01-15,"SOYBEANS - CBoT","Speculators net position (% of OI)",23.2
2013-01-15,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",23.8
2013-01-22,"COCOA - ICE","Smart money net position (% of OI)",-20.3
2013-01-22,"COFFEE C - ICE","Smart money net position (% of OI)",-26.3
2013-01-22,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-36.7
2013-01-22,"CORN - CBoT","Smart money net position (% of OI)",-31.8
2013-01-22,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-62.6
2013-01-22,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-0.200000000000001
2013-01-22,"FEEDER CATTLE - CME","Smart money net position (% of OI)",0.600000000000001
2013-01-22,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-40.1
2013-01-22,"GOLD - CE","Smart money net position (% of OI)",-30.5
2013-01-22,"LEAN HOGS - CME","Smart money net position (% of OI)",-36.8
2013-01-22,"LIVE CATTLE - CME","Smart money net position (% of OI)",-26.4
2013-01-22,"MILK, Class III - CME","Smart money net position (% of OI)",20.2
2013-01-22,"NATURAL GAS - NYME","Smart money net position (% of OI)",-2.3
2013-01-22,"PALLADIUM - NYME","Smart money net position (% of OI)",-52.1
2013-01-22,"PLATINUM - NYME","Smart money net position (% of OI)",-52.5
2013-01-22,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-42.2
2013-01-22,"ROUGH RICE - CBoT","Smart money net position (% of OI)",0.799999999999997
2013-01-22,"SILVER - CE","Smart money net position (% of OI)",-29.4
2013-01-22,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-41.3
2013-01-22,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-23.9
2013-01-22,"SOYBEANS - CBoT","Smart money net position (% of OI)",-24.8
2013-01-22,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-20.4
2013-01-22,"COCOA - ICE","Speculators net position (% of OI)",20.2
2013-01-22,"COFFEE C - ICE","Speculators net position (% of OI)",26.3
2013-01-22,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",36.8
2013-01-22,"CORN - CBoT","Speculators net position (% of OI)",31.8
2013-01-22,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",62.7
2013-01-22,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",0.300000000000004
2013-01-22,"FEEDER CATTLE - CME","Speculators net position (% of OI)",-0.600000000000001
2013-01-22,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",40
2013-01-22,"GOLD - CE","Speculators net position (% of OI)",30.5
2013-01-22,"LEAN HOGS - CME","Speculators net position (% of OI)",36.9
2013-01-22,"LIVE CATTLE - CME","Speculators net position (% of OI)",26.3
2013-01-22,"MILK, Class III - CME","Speculators net position (% of OI)",-20.2
2013-01-22,"NATURAL GAS - NYME","Speculators net position (% of OI)",2.2
2013-01-22,"PALLADIUM - NYME","Speculators net position (% of OI)",52
2013-01-22,"PLATINUM - NYME","Speculators net position (% of OI)",52.4
2013-01-22,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",42.1
2013-01-22,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-0.900000000000004
2013-01-22,"SILVER - CE","Speculators net position (% of OI)",29.4
2013-01-22,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",41.3
2013-01-22,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",23.9
2013-01-22,"SOYBEANS - CBoT","Speculators net position (% of OI)",24.8
2013-01-22,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",20.4
2013-01-29,"COCOA - ICE","Smart money net position (% of OI)",-16.9
2013-01-29,"COFFEE C - ICE","Smart money net position (% of OI)",-25.8
2013-01-29,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-35.2
2013-01-29,"CORN - CBoT","Smart money net position (% of OI)",-31.4
2013-01-29,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-66.6
2013-01-29,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-0.299999999999999
2013-01-29,"FEEDER CATTLE - CME","Smart money net position (% of OI)",4.4
2013-01-29,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-34.4
2013-01-29,"GOLD - CE","Smart money net position (% of OI)",-30.5
2013-01-29,"LEAN HOGS - CME","Smart money net position (% of OI)",-38.3
2013-01-29,"LIVE CATTLE - CME","Smart money net position (% of OI)",-23.3
2013-01-29,"MILK, Class III - CME","Smart money net position (% of OI)",11.7
2013-01-29,"NATURAL GAS - NYME","Smart money net position (% of OI)",-2.8
2013-01-29,"PALLADIUM - NYME","Smart money net position (% of OI)",-53.5
2013-01-29,"PLATINUM - NYME","Smart money net position (% of OI)",-51.9
2013-01-29,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-41.9
2013-01-29,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-0.5
2013-01-29,"SILVER - CE","Smart money net position (% of OI)",-30
2013-01-29,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-40.9
2013-01-29,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-24.6
2013-01-29,"SOYBEANS - CBoT","Smart money net position (% of OI)",-24
2013-01-29,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-22.2
2013-01-29,"COCOA - ICE","Speculators net position (% of OI)",16.9
2013-01-29,"COFFEE C - ICE","Speculators net position (% of OI)",25.8
2013-01-29,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",35.2
2013-01-29,"CORN - CBoT","Speculators net position (% of OI)",31.5
2013-01-29,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",66.6
2013-01-29,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",0.2
2013-01-29,"FEEDER CATTLE - CME","Speculators net position (% of OI)",-4.4
2013-01-29,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",34.5
2013-01-29,"GOLD - CE","Speculators net position (% of OI)",30.6
2013-01-29,"LEAN HOGS - CME","Speculators net position (% of OI)",38.3
2013-01-29,"LIVE CATTLE - CME","Speculators net position (% of OI)",23.3
2013-01-29,"MILK, Class III - CME","Speculators net position (% of OI)",-11.8
2013-01-29,"NATURAL GAS - NYME","Speculators net position (% of OI)",2.9
2013-01-29,"PALLADIUM - NYME","Speculators net position (% of OI)",53.6
2013-01-29,"PLATINUM - NYME","Speculators net position (% of OI)",51.7
2013-01-29,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",41.8
2013-01-29,"ROUGH RICE - CBoT","Speculators net position (% of OI)",0.500000000000004
2013-01-29,"SILVER - CE","Speculators net position (% of OI)",30
2013-01-29,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",41.1
2013-01-29,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",24.5
2013-01-29,"SOYBEANS - CBoT","Speculators net position (% of OI)",24.1
2013-01-29,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",22.3
2013-02-05,"COCOA - ICE","Smart money net position (% of OI)",-16.9
2013-02-05,"COFFEE C - ICE","Smart money net position (% of OI)",-21.1
2013-02-05,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-35
2013-02-05,"CORN - CBoT","Smart money net position (% of OI)",-31.1
2013-02-05,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-65.6
2013-02-05,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",0.100000000000001
2013-02-05,"FEEDER CATTLE - CME","Smart money net position (% of OI)",0.200000000000003
2013-02-05,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-35.7
2013-02-05,"GOLD - CE","Smart money net position (% of OI)",-31.8
2013-02-05,"LEAN HOGS - CME","Smart money net position (% of OI)",-38.4
2013-02-05,"LIVE CATTLE - CME","Smart money net position (% of OI)",-22
2013-02-05,"MILK, Class III - CME","Smart money net position (% of OI)",13.2
2013-02-05,"NATURAL GAS - NYME","Smart money net position (% of OI)",-2.5
2013-02-05,"PALLADIUM - NYME","Smart money net position (% of OI)",-55
2013-02-05,"PLATINUM - NYME","Smart money net position (% of OI)",-51.5
2013-02-05,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-39.2
2013-02-05,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-13.9
2013-02-05,"SILVER - CE","Smart money net position (% of OI)",-29.9
2013-02-05,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-42.6
2013-02-05,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-25.7
2013-02-05,"SOYBEANS - CBoT","Smart money net position (% of OI)",-26.7
2013-02-05,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-22.6
2013-02-05,"COCOA - ICE","Speculators net position (% of OI)",17
2013-02-05,"COFFEE C - ICE","Speculators net position (% of OI)",21.3
2013-02-05,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",34.9
2013-02-05,"CORN - CBoT","Speculators net position (% of OI)",31.3
2013-02-05,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",65.6
2013-02-05,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",2.22044604925031e-15
2013-02-05,"FEEDER CATTLE - CME","Speculators net position (% of OI)",-0.3
2013-02-05,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",35.6
2013-02-05,"GOLD - CE","Speculators net position (% of OI)",31.9
2013-02-05,"LEAN HOGS - CME","Speculators net position (% of OI)",38.4
2013-02-05,"LIVE CATTLE - CME","Speculators net position (% of OI)",22
2013-02-05,"MILK, Class III - CME","Speculators net position (% of OI)",-13.2
2013-02-05,"NATURAL GAS - NYME","Speculators net position (% of OI)",2.5
2013-02-05,"PALLADIUM - NYME","Speculators net position (% of OI)",55.1
2013-02-05,"PLATINUM - NYME","Speculators net position (% of OI)",51.4
2013-02-05,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",39.4
2013-02-05,"ROUGH RICE - CBoT","Speculators net position (% of OI)",13.8
2013-02-05,"SILVER - CE","Speculators net position (% of OI)",29.9
2013-02-05,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",42.6
2013-02-05,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",25.8
2013-02-05,"SOYBEANS - CBoT","Speculators net position (% of OI)",26.6
2013-02-05,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",22.6
2013-02-12,"COCOA - ICE","Smart money net position (% of OI)",-18.3
2013-02-12,"COFFEE C - ICE","Smart money net position (% of OI)",-15.6
2013-02-12,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-34.9
2013-02-12,"CORN - CBoT","Smart money net position (% of OI)",-27.6
2013-02-12,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-71.3
2013-02-12,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",0.5
2013-02-12,"FEEDER CATTLE - CME","Smart money net position (% of OI)",1.9
2013-02-12,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-41.5
2013-02-12,"GOLD - CE","Smart money net position (% of OI)",-28.7
2013-02-12,"LEAN HOGS - CME","Smart money net position (% of OI)",-35
2013-02-12,"LIVE CATTLE - CME","Smart money net position (% of OI)",-18.5
2013-02-12,"MILK, Class III - CME","Smart money net position (% of OI)",15.6
2013-02-12,"NATURAL GAS - NYME","Smart money net position (% of OI)",-2.2
2013-02-12,"PALLADIUM - NYME","Smart money net position (% of OI)",-56.8
2013-02-12,"PLATINUM - NYME","Smart money net position (% of OI)",-51
2013-02-12,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-42.8
2013-02-12,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-21.9
2013-02-12,"SILVER - CE","Smart money net position (% of OI)",-28.9
2013-02-12,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-43.7
2013-02-12,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-20.4
2013-02-12,"SOYBEANS - CBoT","Smart money net position (% of OI)",-26.9
2013-02-12,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-20.5
2013-02-12,"COCOA - ICE","Speculators net position (% of OI)",18.3
2013-02-12,"COFFEE C - ICE","Speculators net position (% of OI)",15.6
2013-02-12,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",35.1
2013-02-12,"CORN - CBoT","Speculators net position (% of OI)",27.6
2013-02-12,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",71.2
2013-02-12,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",-0.5
2013-02-12,"FEEDER CATTLE - CME","Speculators net position (% of OI)",-1.9
2013-02-12,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",41.4
2013-02-12,"GOLD - CE","Speculators net position (% of OI)",28.8
2013-02-12,"LEAN HOGS - CME","Speculators net position (% of OI)",35
2013-02-12,"LIVE CATTLE - CME","Speculators net position (% of OI)",18.7
2013-02-12,"MILK, Class III - CME","Speculators net position (% of OI)",-15.5
2013-02-12,"NATURAL GAS - NYME","Speculators net position (% of OI)",2.3
2013-02-12,"PALLADIUM - NYME","Speculators net position (% of OI)",56.9
2013-02-12,"PLATINUM - NYME","Speculators net position (% of OI)",51.1
